@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
0.8985, 0.043, 0.0251, 0.0545, line
0.8756, 0.0429, 0.0977, 0.0066, ground
0.8757, 0.0429, 0.0977, 0.0066, ground
0.8753, 0.0429, 0.0953, 0.0181, ground
0.8754, 0.0428, 0.0953, 0.0179, ground
0.8723, 0.0427, 0.1202, 0.001, ground
0.8723, 0.0427, 0.1201, 0.001, ground
0.9064, 0.0426, 0.0121, 0.0518, line
0.9065, 0.0425, 0.012, 0.0518, line
0.8732, 0.0424, 0.119, 0.0013, ground
0.8732, 0.0424, 0.119, 0.0013, ground
0.8818, 0.0421, 0.0852, 0.0028, ground
0.8818, 0.0421, 0.0851, 0.003, ground
0.8743, 0.0421, 0.1172, 0.0015, ground
0.8744, 0.042, 0.1172, 0.0013, ground
0.8767, 0.042, 0.1025, 0.0056, ground
0.8768, 0.042, 0.1024, 0.0057, ground
0.8768, 0.042, 0.1022, 0.006, ground
0.8769, 0.0419, 0.1021, 0.0059, ground
0.8796, 0.0419, 0.0936, 0.0033, ground
0.8796, 0.0419, 0.0936, 0.0032, ground
0.8754, 0.0417, 0.116, 0.0013, ground
0.8754, 0.0417, 0.1162, 0.0013, ground
0.8779, 0.0417, 0.0955, 0.022, ground
0.878, 0.0417, 0.0954, 0.0222, ground
0.878, 0.0415, 0.1026, 0.005, ground
0.878, 0.0414, 0.1026, 0.005, ground
0.9082, 0.0414, 0.0104, 0.062, line
0.9087, 0.0412, 0.0099, 0.0625, line
0.8787, 0.0412, 0.1002, 0.0103, ground
0.8788, 0.0412, 0.1002, 0.0103, ground
0.9048, 0.041, 0.0217, 0.047, line
0.9048, 0.041, 0.0218, 0.0469, line
0.8823, 0.041, 0.091, 0.003, ground
0.8823, 0.041, 0.0909, 0.0029, ground
0.8823, 0.041, 0.0908, 0.0029, ground
0.9133, 0.041, 0.003, 0.0593, line
0.8792, 0.041, 0.1005, 0.0109, ground
0.8792, 0.041, 0.1004, 0.011, ground
0.8793, 0.0409, 0.1004, 0.0109, ground
0.8813, 0.0407, 0.0962, 0.0039, ground
0.8814, 0.0407, 0.0961, 0.0041, ground
0.8849, 0.0407, 0.0854, 0.002, ground
0.8849, 0.0407, 0.0855, 0.0021, ground
0.8851, 0.0406, 0.085, 0.0027, ground
0.8852, 0.0406, 0.0848, 0.0028, ground
0.8845, 0.0404, 0.0871, 0.0046, ground
0.8839, 0.0404, 0.0898, 0.0033, ground
0.8839, 0.0404, 0.0898, 0.0034, ground
0.8846, 0.0404, 0.087, 0.0046, ground
0.884, 0.0404, 0.0898, 0.0034, ground
0.884, 0.0404, 0.0897, 0.0034, ground
0.8895, 0.0404, 0.0664, 0.0216, ground
0.9061, 0.0404, 0.0175, 0.0747, line
0.9063, 0.0403, 0.0172, 0.0747, line
0.8825, 0.0403, 0.0912, 0.0159, ground
0.8826, 0.0403, 0.0911, 0.016, ground
0.8833, 0.0402, 0.0872, 0.0211, ground
0.8834, 0.0402, 0.087, 0.0212, ground
0.9066, 0.04, 0.0181, 0.0734, line
0.9066, 0.04, 0.0182, 0.0735, line
0.8883, 0.0399, 0.0753, 0.0139, ground
0.8883, 0.0399, 0.0753, 0.0139, ground
0.8883, 0.0399, 0.0753, 0.0138, ground
0.8884, 0.0399, 0.0752, 0.0139, ground
0.891, 0.0398, 0.0656, 0.021, ground
0.8866, 0.0398, 0.0853, 0.0038, ground
0.8866, 0.0398, 0.0853, 0.0039, ground
0.8872, 0.0397, 0.0833, 0.0042, ground
0.8873, 0.0397, 0.0832, 0.0043, ground
0.8838, 0.0397, 0.0945, 0.008, ground
0.8839, 0.0396, 0.0945, 0.0079, ground
0.8839, 0.0396, 0.0944, 0.0079, ground
0.8813, 0.0396, 0.1178, 0.0019, ground
0.8813, 0.0396, 0.1176, 0.002, ground
0.8908, 0.0395, 0.0738, 0.0058, ground
0.8909, 0.0395, 0.0738, 0.0059, ground
0.886, 0.0393, 0.0915, 0.0018, ground
0.8861, 0.0393, 0.0885, 0.008, ground
0.8861, 0.0393, 0.0915, 0.0017, ground
0.8861, 0.0393, 0.0885, 0.008, ground
0.8859, 0.0393, 0.0889, 0.0101, ground
0.886, 0.0392, 0.089, 0.0101, ground
0.8853, 0.0392, 0.0946, 0.0027, ground
0.8854, 0.0392, 0.0945, 0.0027, ground
0.8854, 0.0392, 0.0945, 0.0028, ground
0.8854, 0.0392, 0.0946, 0.0026, ground
0.8879, 0.039, 0.0841, 0.0094, ground
0.8879, 0.039, 0.0841, 0.0094, ground
0.8879, 0.039, 0.084, 0.0095, ground
0.8894, 0.039, 0.0808, 0.0056, ground
0.8879, 0.039, 0.0841, 0.0094, ground
0.8894, 0.039, 0.0808, 0.0057, ground
0.9131, 0.039, 0.0107, 0.0585, line
0.9132, 0.039, 0.0106, 0.0584, line
0.8883, 0.0387, 0.0857, 0.0071, ground
0.8884, 0.0387, 0.0857, 0.007, ground
0.8945, 0.0386, 0.0578, 0.043, ground
0.8955, 0.0384, 0.0563, 0.0436, ground
0.8912, 0.0383, 0.0824, 0.0008, ground
0.8913, 0.0383, 0.0823, 0.0008, ground
0.888, 0.0382, 0.0898, 0.0116, ground
0.888, 0.0382, 0.0897, 0.0117, ground
0.8891, 0.038, 0.091, 0.0023, ground
0.8891, 0.038, 0.091, 0.0024, ground
0.8874, 0.0379, 0.0986, 0.01, ground
0.8874, 0.0378, 0.0986, 0.0097, ground
0.8949, 0.0377, 0.0674, 0.0197, ground
0.8906, 0.0376, 0.0839, 0.0138, ground
0.8907, 0.0376, 0.0841, 0.0136, ground
0.8912, 0.0375, 0.0858, 0.0052, ground
0.8913, 0.0375, 0.0857, 0.0052, ground
0.892, 0.0374, 0.0845, 0.0037, ground
0.8937, 0.0374, 0.0783, 0.0059, ground
0.8937, 0.0374, 0.0782, 0.0059, ground
0.8937, 0.0374, 0.0805, 0.0009, ground
0.8938, 0.0374, 0.0805, 0.0008, ground
0.8921, 0.0374, 0.0845, 0.0039, ground
0.8902, 0.0373, 0.094, 0.0016, ground
0.8903, 0.0373, 0.0941, 0.0015, ground
0.8952, 0.0373, 0.0771, 0.0006, ground
0.8962, 0.0372, 0.0662, 0.0202, ground
0.8891, 0.0372, 0.099, 0.0063, ground
0.8891, 0.0372, 0.099, 0.0063, ground
0.8891, 0.0372, 0.0989, 0.0062, ground
0.8891, 0.0372, 0.0989, 0.0063, ground
0.8924, 0.0372, 0.0863, 0.0011, ground
0.8924, 0.0372, 0.0862, 0.0013, ground
0.8924, 0.0372, 0.0862, 0.0013, ground
0.8925, 0.0372, 0.0859, 0.0013, ground
0.8909, 0.037, 0.0939, 0.0001, ground
0.891, 0.037, 0.0939, 0.0001, ground
0.8965, 0.037, 0.0679, 0.0167, ground
0.8965, 0.037, 0.0679, 0.0166, ground
0.8952, 0.037, 0.0781, 0.0019, ground
0.8966, 0.037, 0.0677, 0.0169, ground
0.8966, 0.037, 0.0677, 0.0169, ground
0.8952, 0.037, 0.0781, 0.0018, ground
0.8952, 0.037, 0.0781, 0.0017, ground
0.8952, 0.037, 0.0781, 0.0018, ground
0.8932, 0.0369, 0.0795, 0.0163, ground
0.8932, 0.0369, 0.0793, 0.0164, ground
0.8958, 0.0369, 0.0769, 0.0013, ground
0.8913, 0.0369, 0.0934, 0.0, ground
0.8914, 0.0369, 0.0933, 0.0001, ground
0.8913, 0.0369, 0.093, 0.0025, ground
0.8913, 0.0369, 0.093, 0.0025, ground
0.8913, 0.0369, 0.0929, 0.0025, ground
0.8914, 0.0368, 0.0929, 0.0025, ground
0.8916, 0.0368, 0.093, 0.0001, ground
0.8916, 0.0368, 0.093, 0.0001, ground
0.896, 0.0367, 0.0762, 0.0038, ground
0.8961, 0.0367, 0.0762, 0.0038, ground
0.8964, 0.0366, 0.0759, 0.0039, ground
0.8957, 0.0366, 0.0789, 0.0018, ground
0.8957, 0.0366, 0.079, 0.0017, ground
0.8964, 0.0366, 0.0758, 0.004, ground
0.8973, 0.0365, 0.0702, 0.0128, ground
0.8973, 0.0365, 0.0702, 0.0128, ground
0.8952, 0.0365, 0.0801, 0.0055, ground
0.8952, 0.0364, 0.0801, 0.0055, ground
0.8976, 0.0364, 0.0698, 0.0129, ground
0.8976, 0.0364, 0.0698, 0.0128, ground
0.9197, 0.0363, 0.0098, 0.0506, line
0.8917, 0.0363, 0.1009, 0.0003, ground
0.8917, 0.0362, 0.1008, 0.0004, ground
0.9197, 0.0362, 0.0098, 0.0506, line
0.9198, 0.0361, 0.01, 0.0502, line
0.9197, 0.0361, 0.0102, 0.0502, line
0.8962, 0.0361, 0.0805, 0.0028, ground
0.8963, 0.0361, 0.0805, 0.0028, ground
0.8925, 0.036, 0.1001, 0.0001, ground
0.8925, 0.036, 0.1001, 0.0002, ground
0.8969, 0.0359, 0.0781, 0.0062, ground
0.8983, 0.0359, 0.0742, 0.0051, ground
0.8935, 0.0359, 0.093, 0.0069, ground
0.8983, 0.0359, 0.0743, 0.005, ground
0.8984, 0.0359, 0.0743, 0.0051, ground
0.8984, 0.0359, 0.0744, 0.005, ground
0.8935, 0.0359, 0.093, 0.0068, ground
0.8971, 0.0359, 0.078, 0.0062, ground
0.8935, 0.0359, 0.093, 0.0068, ground
0.8996, 0.0358, 0.0679, 0.0122, ground
0.9163, 0.0358, 0.0218, 0.0357, line
0.8997, 0.0358, 0.0678, 0.0123, ground
0.9163, 0.0358, 0.0218, 0.0357, line
0.8949, 0.0357, 0.089, 0.0025, ground
0.8949, 0.0357, 0.089, 0.0025, ground
0.9005, 0.0356, 0.066, 0.0128, ground
0.9005, 0.0356, 0.0661, 0.0128, ground
0.8997, 0.0356, 0.0719, 0.0048, ground
0.8998, 0.0356, 0.072, 0.0049, ground
0.9007, 0.0356, 0.0659, 0.013, ground
0.8954, 0.0356, 0.0861, 0.0087, ground
0.9008, 0.0356, 0.0658, 0.0131, ground
0.8934, 0.0356, 0.1038, 0.0029, ground
0.8955, 0.0355, 0.0861, 0.0087, ground
0.8979, 0.0355, 0.0794, 0.0021, ground
0.8935, 0.0355, 0.1037, 0.003, ground
0.8979, 0.0355, 0.0794, 0.0022, ground
0.8954, 0.0355, 0.0892, 0.0025, ground
0.8956, 0.0354, 0.0897, 0.0015, ground
0.8982, 0.0354, 0.079, 0.0022, ground
0.8983, 0.0354, 0.0789, 0.0022, ground
0.9004, 0.0352, 0.0744, 0.0008, ground
0.8959, 0.0352, 0.0873, 0.0111, ground
0.8959, 0.0352, 0.0873, 0.0111, ground
0.9004, 0.0352, 0.0744, 0.0007, ground
0.8947, 0.0352, 0.0981, 0.0047, ground
0.9055, 0.0351, 0.0494, 0.0344, ground
0.8951, 0.0351, 0.0973, 0.0048, ground
0.8953, 0.035, 0.0972, 0.0048, ground
0.8953, 0.035, 0.0973, 0.0049, ground
0.8982, 0.0349, 0.0802, 0.0091, ground
0.8982, 0.0349, 0.0802, 0.0091, ground
0.901, 0.0349, 0.0721, 0.0063, ground
0.9014, 0.0347, 0.0716, 0.0066, ground
0.9003, 0.0346, 0.073, 0.0141, ground
0.9003, 0.0346, 0.0731, 0.014, ground
0.9004, 0.0346, 0.0729, 0.014, ground
0.9004, 0.0346, 0.0729, 0.014, ground
0.9044, 0.0346, 0.0606, 0.0148, ground
0.9044, 0.0346, 0.0607, 0.0148, ground
0.9045, 0.0346, 0.0605, 0.0148, ground
0.9016, 0.0346, 0.0739, 0.0028, ground
0.9016, 0.0346, 0.0739, 0.0028, ground
0.9011, 0.0346, 0.0738, 0.0065, ground
0.9012, 0.0345, 0.0738, 0.0066, ground
0.9048, 0.0344, 0.0604, 0.0157, ground
0.8984, 0.0344, 0.0871, 0.0042, ground
0.8985, 0.0344, 0.0871, 0.0043, ground
0.9074, 0.0343, 0.0491, 0.0328, ground
0.9016, 0.0343, 0.0708, 0.0158, ground
0.9017, 0.0343, 0.0706, 0.016, ground
0.9018, 0.0343, 0.0704, 0.0161, ground
0.9018, 0.0342, 0.0704, 0.016, ground
0.9051, 0.0341, 0.0627, 0.0113, ground
0.9275, 0.034, 0.0036, 0.0484, line
0.9275, 0.034, 0.0036, 0.0484, line
0.9056, 0.034, 0.0624, 0.01, ground
0.9278, 0.0339, 0.0036, 0.0483, line
0.9278, 0.0339, 0.0035, 0.0483, line
0.9278, 0.0339, 0.0036, 0.0481, line
0.9279, 0.0339, 0.0035, 0.0481, line
0.9065, 0.0338, 0.0599, 0.0136, ground
0.9052, 0.0338, 0.0691, 0.0012, ground
0.9035, 0.0337, 0.074, 0.0023, ground
0.9053, 0.0337, 0.0691, 0.001, ground
0.9035, 0.0337, 0.0739, 0.0022, ground
0.9036, 0.0337, 0.0741, 0.002, ground
0.9036, 0.0337, 0.0741, 0.002, ground
0.9015, 0.0336, 0.0819, 0.0035, ground
0.9024, 0.0336, 0.0769, 0.0066, ground
0.9038, 0.0336, 0.0716, 0.0079, ground
0.9025, 0.0335, 0.077, 0.0066, ground
0.9025, 0.0335, 0.0769, 0.0066, ground
0.9025, 0.0335, 0.0769, 0.0066, ground
0.9039, 0.0335, 0.0717, 0.0074, ground
0.9035, 0.0334, 0.0773, 0.0003, ground
0.9036, 0.0334, 0.0772, 0.0003, ground
0.9213, 0.0333, 0.0222, 0.0315, line
0.9214, 0.0333, 0.0222, 0.0316, line
0.902, 0.0328, 0.0908, 0.0078, ground
0.902, 0.0327, 0.0908, 0.0078, ground
0.9023, 0.0327, 0.0906, 0.0077, ground
0.9023, 0.0326, 0.0905, 0.0077, ground
0.9099, 0.0326, 0.0545, 0.0224, ground
0.9075, 0.0325, 0.07, 0.0012, ground
0.9263, 0.0325, 0.0102, 0.0565, line
0.9263, 0.0325, 0.0103, 0.0565, line
0.9076, 0.0325, 0.0699, 0.0012, ground
0.9267, 0.0324, 0.0117, 0.0438, line
0.9267, 0.0324, 0.0118, 0.0435, line
0.9051, 0.0323, 0.0756, 0.0135, ground
0.9076, 0.0323, 0.064, 0.0193, ground
0.9036, 0.0323, 0.0876, 0.0035, ground
0.9077, 0.0323, 0.0641, 0.0191, ground
0.9077, 0.0323, 0.064, 0.0191, ground
0.9052, 0.0323, 0.0762, 0.0125, ground
0.9037, 0.0323, 0.0875, 0.0034, ground
0.9078, 0.0323, 0.0639, 0.0192, ground
0.9094, 0.0323, 0.0613, 0.0119, ground
0.9094, 0.0323, 0.0611, 0.0121, ground
0.9095, 0.0322, 0.0611, 0.012, ground
0.9053, 0.0322, 0.0766, 0.0117, ground
0.9054, 0.0322, 0.0766, 0.0116, ground
0.9102, 0.0321, 0.0638, 0.0027, ground
0.9103, 0.0321, 0.0638, 0.0026, ground
0.9103, 0.0321, 0.0637, 0.0027, ground
0.9073, 0.032, 0.0674, 0.0248, ground
0.9073, 0.032, 0.0675, 0.0248, ground
0.9051, 0.032, 0.0819, 0.0073, ground
0.9052, 0.032, 0.0819, 0.0072, ground
0.9057, 0.0319, 0.082, 0.0017, ground
0.9058, 0.0319, 0.082, 0.0017, ground
0.9086, 0.0317, 0.0701, 0.0058, ground
0.909, 0.0317, 0.0671, 0.0098, ground
0.9091, 0.0317, 0.0671, 0.0098, ground
0.9091, 0.0317, 0.0671, 0.0098, ground
0.9091, 0.0317, 0.0671, 0.0098, ground
0.9087, 0.0317, 0.0701, 0.006, ground
0.9284, 0.0313, 0.0135, 0.04, line
0.9284, 0.0313, 0.0135, 0.0401, line
0.9284, 0.0313, 0.0135, 0.0399, line
0.9284, 0.0313, 0.0135, 0.0399, line
0.9143, 0.0313, 0.0491, 0.0246, ground
0.9123, 0.0313, 0.0611, 0.0061, ground
0.9123, 0.0313, 0.0611, 0.0062, ground
0.9124, 0.0313, 0.061, 0.0062, ground
0.9106, 0.0312, 0.0692, 0.0012, ground
0.9143, 0.0311, 0.0521, 0.0175, ground
0.9144, 0.0311, 0.0521, 0.0175, ground
0.9097, 0.0311, 0.0686, 0.0141, ground
0.9097, 0.031, 0.0688, 0.014, ground
0.9103, 0.031, 0.0658, 0.019, ground
0.9103, 0.031, 0.0656, 0.0191, ground
0.9103, 0.031, 0.0656, 0.0191, ground
0.9104, 0.031, 0.0655, 0.0191, ground
0.9098, 0.0309, 0.0727, 0.0064, ground
0.9099, 0.0308, 0.0727, 0.0064, ground
0.9123, 0.0307, 0.0677, 0.0001, ground
0.9152, 0.0306, 0.0535, 0.0157, ground
0.9147, 0.0306, 0.0559, 0.0133, ground
0.9168, 0.0306, 0.0449, 0.034, ground
0.9153, 0.0306, 0.0534, 0.0157, ground
0.9153, 0.0306, 0.0535, 0.0156, ground
0.9147, 0.0306, 0.0558, 0.0132, ground
0.9153, 0.0305, 0.0535, 0.0156, ground
0.9165, 0.0305, 0.0464, 0.0317, ground
0.9149, 0.0305, 0.0556, 0.0136, ground
0.9149, 0.0305, 0.0556, 0.0135, ground
0.9145, 0.0304, 0.0605, 0.005, ground
0.9145, 0.0304, 0.0605, 0.005, ground
0.9146, 0.0304, 0.0605, 0.005, ground
0.9146, 0.0304, 0.0605, 0.0051, ground
0.9167, 0.0304, 0.049, 0.0204, ground
0.9147, 0.0304, 0.0615, 0.0027, ground
0.9093, 0.0304, 0.0834, 0.0052, ground
0.9093, 0.0303, 0.0834, 0.0052, ground
0.9093, 0.0303, 0.0834, 0.0053, ground
0.9093, 0.0303, 0.0833, 0.0053, ground
0.9148, 0.0303, 0.0614, 0.0025, ground
0.9114, 0.0302, 0.0725, 0.0064, ground
0.9115, 0.0302, 0.0724, 0.0064, ground
0.9174, 0.0301, 0.0483, 0.0209, ground
0.9163, 0.03, 0.0592, 0.0018, ground
0.9164, 0.03, 0.0592, 0.0017, ground
0.9165, 0.03, 0.0587, 0.0024, ground
0.9165, 0.03, 0.0586, 0.0025, ground
0.9114, 0.0298, 0.0768, 0.007, ground
0.9114, 0.0298, 0.0768, 0.007, ground
0.9152, 0.0297, 0.0619, 0.0076, ground
0.9152, 0.0297, 0.0619, 0.0076, ground
0.9129, 0.0297, 0.0714, 0.0051, ground
0.9314, 0.0296, 0.0126, 0.0504, line
0.9132, 0.0296, 0.0693, 0.0122, ground
0.9314, 0.0296, 0.0126, 0.0503, line
0.9133, 0.0295, 0.0693, 0.0121, ground
0.9302, 0.0295, 0.02, 0.0271, line
0.9301, 0.0295, 0.0205, 0.0268, line
0.9302, 0.0295, 0.0201, 0.027, line
0.9316, 0.0295, 0.0125, 0.0503, line
0.9301, 0.0295, 0.0205, 0.0267, line
0.9316, 0.0295, 0.0124, 0.0503, line
0.9142, 0.0294, 0.0704, 0.0018, ground
0.9329, 0.0293, 0.0152, 0.0294, line
0.9329, 0.0293, 0.0152, 0.0294, line
0.9329, 0.0292, 0.0151, 0.0294, line
0.9153, 0.0292, 0.0646, 0.0096, ground
0.9154, 0.0292, 0.0644, 0.0097, ground
0.9171, 0.0292, 0.0602, 0.0057, ground
0.9171, 0.0292, 0.0602, 0.0057, ground
0.9172, 0.0292, 0.0602, 0.0057, ground
0.9172, 0.0292, 0.0601, 0.0057, ground
0.9174, 0.0291, 0.0576, 0.0108, ground
0.9175, 0.0291, 0.0576, 0.0108, ground
0.9175, 0.0291, 0.0576, 0.0107, ground
0.9175, 0.0291, 0.0576, 0.0107, ground
0.9159, 0.0291, 0.0637, 0.0091, ground
0.9153, 0.0291, 0.0687, 0.0021, ground
0.9153, 0.0291, 0.0687, 0.002, ground
0.9195, 0.0291, 0.051, 0.0136, ground
0.9154, 0.0291, 0.0686, 0.0023, ground
0.9154, 0.0291, 0.0685, 0.0023, ground
0.9165, 0.029, 0.0613, 0.0119, ground
0.9165, 0.029, 0.0614, 0.0119, ground
0.9166, 0.029, 0.0612, 0.0119, ground
0.9166, 0.029, 0.0612, 0.0119, ground
0.9204, 0.0289, 0.0495, 0.0128, ground
0.9205, 0.0289, 0.0495, 0.0127, ground
0.9154, 0.0289, 0.0686, 0.0066, ground
0.9154, 0.0289, 0.0686, 0.0067, ground
0.9175, 0.0287, 0.0601, 0.0127, ground
0.9175, 0.0287, 0.06, 0.0127, ground
0.9203, 0.0287, 0.0513, 0.0127, ground
0.9186, 0.0285, 0.0611, 0.0038, ground
0.918, 0.0284, 0.0626, 0.0075, ground
0.9181, 0.0282, 0.0608, 0.0161, ground
0.9182, 0.0282, 0.0609, 0.016, ground
0.9238, 0.0282, 0.04, 0.0302, ground
0.9206, 0.028, 0.0561, 0.0087, ground
0.9207, 0.028, 0.056, 0.0087, ground
0.9204, 0.0279, 0.0557, 0.0151, ground
0.9204, 0.0279, 0.0558, 0.015, ground
0.9236, 0.0278, 0.0452, 0.0193, ground
0.9236, 0.0278, 0.0453, 0.0192, ground
0.9236, 0.0278, 0.0452, 0.0192, ground
0.9236, 0.0278, 0.0453, 0.0192, ground
0.9214, 0.0278, 0.0543, 0.011, ground
0.9214, 0.0278, 0.0544, 0.011, ground
0.9215, 0.0277, 0.0543, 0.0111, ground
0.9218, 0.0277, 0.0518, 0.0175, ground
0.9221, 0.0276, 0.0569, 0.0024, ground
0.9221, 0.0276, 0.0568, 0.0024, ground
0.9222, 0.0276, 0.0568, 0.0023, ground
0.922, 0.0276, 0.0517, 0.0174, ground
0.9222, 0.0276, 0.0568, 0.0023, ground
0.9361, 0.0276, 0.0161, 0.0261, line
0.9361, 0.0276, 0.0161, 0.0261, line
0.9201, 0.0275, 0.0623, 0.0064, ground
0.9201, 0.0275, 0.0622, 0.0065, ground
0.9229, 0.0275, 0.0486, 0.0238, ground
0.9229, 0.0275, 0.0486, 0.0239, ground
0.919, 0.0274, 0.0673, 0.0105, ground
0.919, 0.0274, 0.0673, 0.0104, ground
0.9237, 0.0274, 0.0517, 0.0068, ground
0.9237, 0.0274, 0.0517, 0.0067, ground
0.9237, 0.0274, 0.0517, 0.0071, ground
0.9237, 0.0274, 0.0516, 0.0071, ground
0.9266, 0.0273, 0.0373, 0.0327, ground
0.9199, 0.0271, 0.0681, 0.0053, ground
0.92, 0.0271, 0.0681, 0.0053, ground
0.9248, 0.027, 0.0501, 0.0082, ground
0.9249, 0.027, 0.05, 0.0082, ground
0.9367, 0.027, 0.0179, 0.0234, line
0.9368, 0.027, 0.0178, 0.0234, line
0.925, 0.0269, 0.0484, 0.0141, ground
0.9235, 0.0269, 0.0554, 0.0069, ground
0.925, 0.0269, 0.0484, 0.0142, ground
0.9253, 0.0268, 0.052, 0.0029, ground
0.9253, 0.0268, 0.052, 0.0031, ground
0.9236, 0.0268, 0.0561, 0.0059, ground
0.9249, 0.0268, 0.0485, 0.0171, ground
0.9249, 0.0267, 0.0486, 0.017, ground
0.9256, 0.0267, 0.0516, 0.0035, ground
0.9257, 0.0267, 0.0514, 0.0035, ground
0.9244, 0.0266, 0.0526, 0.0117, ground
0.9243, 0.0266, 0.0527, 0.0117, ground
0.9241, 0.0265, 0.0535, 0.0145, ground
0.9257, 0.0265, 0.051, 0.0071, ground
0.9257, 0.0265, 0.051, 0.0071, ground
0.9258, 0.0265, 0.051, 0.007, ground
0.9258, 0.0265, 0.0509, 0.0071, ground
0.9242, 0.0265, 0.0535, 0.0146, ground
0.9239, 0.0264, 0.0586, 0.0036, ground
0.9243, 0.0263, 0.0596, 0.0002, ground
0.9244, 0.0263, 0.0594, 0.0002, ground
0.9239, 0.0262, 0.0586, 0.0079, ground
0.9239, 0.0262, 0.0586, 0.0079, ground
0.9264, 0.0262, 0.0525, 0.0033, ground
0.9264, 0.0262, 0.0524, 0.0033, ground
0.9371, 0.0261, 0.0214, 0.0198, line
0.9246, 0.0261, 0.0578, 0.006, ground
0.9246, 0.0261, 0.0579, 0.0061, ground
0.94, 0.026, 0.0146, 0.0249, line
0.9259, 0.026, 0.0534, 0.008, ground
0.926, 0.026, 0.0534, 0.008, ground
0.94, 0.026, 0.0147, 0.0248, line
0.94, 0.026, 0.0147, 0.0248, line
0.9401, 0.026, 0.0146, 0.0248, line
0.9229, 0.026, 0.0686, 0.0022, ground
0.9229, 0.026, 0.0687, 0.0021, ground
0.9229, 0.0259, 0.0687, 0.0022, ground
0.9229, 0.0259, 0.0687, 0.0021, ground
0.9373, 0.0259, 0.0217, 0.0199, line
0.9259, 0.0259, 0.0573, 0.0012, ground
0.9259, 0.0259, 0.0573, 0.0011, ground
0.926, 0.0258, 0.0572, 0.0012, ground
0.926, 0.0258, 0.0572, 0.0012, ground
0.9294, 0.0256, 0.044, 0.0123, ground
0.9313, 0.0256, 0.0344, 0.0352, ground
0.9294, 0.0256, 0.0441, 0.0121, ground
0.9398, 0.0256, 0.0176, 0.0219, line
0.9398, 0.0255, 0.0177, 0.0218, line
0.9259, 0.0255, 0.0604, 0.0002, ground
0.9398, 0.0255, 0.0176, 0.0216, line
0.9399, 0.0255, 0.0176, 0.0216, line
0.9314, 0.0255, 0.0345, 0.0351, ground
0.9259, 0.0255, 0.0603, 0.0002, ground
0.9259, 0.0255, 0.0603, 0.0003, ground
0.926, 0.0255, 0.0603, 0.0002, ground
0.9277, 0.0255, 0.053, 0.0034, ground
0.9272, 0.0255, 0.0551, 0.0026, ground
0.9272, 0.0255, 0.0549, 0.0027, ground
0.9278, 0.0255, 0.053, 0.0034, ground
0.9412, 0.0254, 0.0153, 0.0226, line
0.9412, 0.0253, 0.0153, 0.0227, line
0.929, 0.0253, 0.0465, 0.0135, ground
0.929, 0.0253, 0.0466, 0.0134, ground
0.929, 0.0253, 0.0464, 0.0135, ground
0.929, 0.0253, 0.0466, 0.0133, ground
0.9258, 0.0253, 0.0597, 0.009, ground
0.9284, 0.0252, 0.0471, 0.0234, ground
0.9284, 0.0252, 0.0471, 0.0234, ground
0.926, 0.0252, 0.0595, 0.009, ground
0.9291, 0.0251, 0.0489, 0.0095, ground
0.9291, 0.0251, 0.0489, 0.0094, ground
0.9309, 0.0251, 0.0447, 0.0077, ground
0.9309, 0.0251, 0.0447, 0.0077, ground
0.9309, 0.025, 0.0446, 0.0079, ground
0.9292, 0.025, 0.049, 0.0093, ground
0.931, 0.025, 0.0445, 0.0078, ground
0.9293, 0.025, 0.0489, 0.0094, ground
0.926, 0.0249, 0.066, 0.0012, ground
0.926, 0.0249, 0.0661, 0.0011, ground
0.9271, 0.0249, 0.0565, 0.0154, ground
0.9271, 0.0249, 0.0566, 0.0153, ground
0.9298, 0.0248, 0.0508, 0.0036, ground
0.9298, 0.0248, 0.0508, 0.0037, ground
0.9299, 0.0248, 0.0508, 0.0036, ground
0.9299, 0.0248, 0.0508, 0.0036, ground
0.9314, 0.0248, 0.0456, 0.0058, ground
0.9314, 0.0248, 0.0457, 0.0057, ground
0.9299, 0.0247, 0.05, 0.0069, ground
0.9299, 0.0247, 0.05, 0.0069, ground
0.9299, 0.0247, 0.05, 0.0069, ground
0.9299, 0.0247, 0.0499, 0.0069, ground
0.9316, 0.0247, 0.0421, 0.0154, ground
0.9286, 0.0247, 0.0541, 0.0085, ground
0.9281, 0.0247, 0.0572, 0.0045, ground
0.9286, 0.0247, 0.0541, 0.0086, ground
0.9317, 0.0246, 0.0421, 0.0153, ground
0.931, 0.0246, 0.0481, 0.0046, ground
0.931, 0.0246, 0.0482, 0.0046, ground
0.9285, 0.0246, 0.0549, 0.0078, ground
0.9285, 0.0246, 0.0549, 0.0078, ground
0.9279, 0.0246, 0.0589, 0.0059, ground
0.9279, 0.0246, 0.0588, 0.0059, ground
0.9321, 0.0245, 0.044, 0.0094, ground
0.9326, 0.0245, 0.0392, 0.0209, ground
0.9321, 0.0245, 0.044, 0.0094, ground
0.9309, 0.0245, 0.047, 0.0111, ground
0.9309, 0.0244, 0.0469, 0.0112, ground
0.9309, 0.0244, 0.047, 0.011, ground
0.9309, 0.0244, 0.047, 0.0111, ground
0.9284, 0.0244, 0.0606, 0.0001, ground
