@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
0.9971, 0.0011, 0.0013, 0.0014, ground
0.9971, 0.0011, 0.0013, 0.0014, ground
0.9969, 0.0011, 0.0018, 0.0009, ground
0.9969, 0.0011, 0.0018, 0.0009, ground
0.997, 0.0011, 0.0018, 0.0009, ground
0.9971, 0.0011, 0.0012, 0.0014, ground
0.9971, 0.0011, 0.0013, 0.0014, ground
0.9971, 0.0011, 0.0013, 0.0014, ground
0.9969, 0.0011, 0.002, 0.0006, ground
0.997, 0.0011, 0.0019, 0.0005, ground
0.997, 0.0011, 0.002, 0.0008, ground
0.997, 0.0011, 0.002, 0.0008, ground
0.997, 0.001, 0.002, 0.001, ground
0.9975, 0.001, 0.0006, 0.0019, ground
0.9975, 0.001, 0.0006, 0.0019, ground
0.997, 0.001, 0.002, 0.0009, ground
0.997, 0.001, 0.002, 0.0009, ground
0.997, 0.001, 0.002, 0.0009, ground
0.997, 0.001, 0.0023, 0.0009, ground
0.9973, 0.001, 0.0013, 0.0012, ground
0.997, 0.001, 0.0022, 0.0008, ground
0.9971, 0.001, 0.002, 0.0006, ground
0.9973, 0.001, 0.0012, 0.0012, ground
0.9972, 0.001, 0.0017, 0.0007, ground
0.9972, 0.001, 0.0017, 0.0006, ground
0.9972, 0.001, 0.0017, 0.0005, ground
0.9973, 0.001, 0.0016, 0.0006, ground
0.9972, 0.001, 0.002, 0.0005, ground
0.9972, 0.001, 0.0019, 0.0008, ground
0.9973, 0.001, 0.0018, 0.0009, ground
0.9973, 0.001, 0.0019, 0.0007, ground
0.9973, 0.0009, 0.0017, 0.001, ground
0.9974, 0.0009, 0.0017, 0.001, ground
0.9975, 0.0009, 0.0012, 0.0011, ground
0.9975, 0.0009, 0.0012, 0.001, ground
0.9975, 0.0009, 0.0012, 0.001, ground
0.9976, 0.0009, 0.0012, 0.0011, ground
0.9978, 0.0009, 0.0009, 0.0014, ground
0.9975, 0.0009, 0.0017, 0.0006, ground
0.9975, 0.0009, 0.0017, 0.0006, ground
0.9978, 0.0009, 0.0009, 0.0013, ground
0.9975, 0.0009, 0.0017, 0.0006, ground
0.9975, 0.0009, 0.0017, 0.0004, ground
0.9977, 0.0008, 0.0014, 0.0008, ground
0.9977, 0.0008, 0.0014, 0.0008, ground
0.9977, 0.0008, 0.0014, 0.0007, ground
0.9977, 0.0008, 0.0014, 0.0008, ground
0.9978, 0.0008, 0.0013, 0.0009, ground
0.9979, 0.0008, 0.0013, 0.0009, ground
0.9979, 0.0008, 0.0013, 0.001, ground
0.9979, 0.0008, 0.0013, 0.0009, ground
0.9979, 0.0008, 0.0013, 0.0008, ground
0.9979, 0.0008, 0.0012, 0.0009, ground
0.9979, 0.0007, 0.0012, 0.001, ground
0.9979, 0.0007, 0.0013, 0.0009, ground
0.9982, 0.0007, 0.0008, 0.0009, ground
0.9982, 0.0007, 0.0008, 0.0009, ground
0.9982, 0.0007, 0.0006, 0.0012, ground
0.9983, 0.0007, 0.0006, 0.0012, ground
0.9981, 0.0007, 0.0011, 0.0008, ground
0.9984, 0.0007, 0.0005, 0.0014, ground
0.9983, 0.0007, 0.0006, 0.001, ground
0.9981, 0.0007, 0.0012, 0.001, ground
0.9981, 0.0007, 0.0011, 0.0008, ground
0.9982, 0.0007, 0.0012, 0.001, ground
0.9981, 0.0007, 0.0012, 0.0009, ground
0.9982, 0.0007, 0.0012, 0.001, ground
0.9983, 0.0006, 0.001, 0.0009, ground
0.9983, 0.0006, 0.001, 0.0008, ground
0.9986, 0.0005, 0.001, 0.0008, ground
0.9987, 0.0005, 0.0009, 0.0008, ground
0.9991, 0.0004, 0.0006, 0.0009, ground
0.9991, 0.0004, 0.0006, 0.0008, ground
0.9991, 0.0004, 0.0007, 0.0007, ground
0.9991, 0.0004, 0.0005, 0.0009, ground
0.9991, 0.0004, 0.0006, 0.0008, ground
0.9992, 0.0003, 0.0006, 0.0008, ground
0.9991, 0.0003, 0.0005, 0.0008, ground
0.9992, 0.0003, 0.0006, 0.0008, ground
0.9992, 0.0003, 0.0006, 0.0008, ground
0.9992, 0.0003, 0.0006, 0.0008, ground
0.9992, 0.0003, 0.0006, 0.0008, ground
0.9993, 0.0003, 0.0005, 0.0008, ground
0.9992, 0.0003, 0.0004, 0.0005, ground
0.9992, 0.0003, 0.0004, 0.0005, ground
0.694, 0.1022, 0.2896, 0.0131, ground
0.7201, 0.0954, 0.2311, 0.016, ground
0.7514, 0.0863, 0.1931, 0.0093, ground
0.7515, 0.0863, 0.1928, 0.0095, ground
0.0444, 0.3186, 0.9395, 0.0183, ground
0.1245, 0.2919, 0.8691, 0.0051, ground
0.3933, 0.2632, 0.1019, 0.4846, line
0.3933, 0.2632, 0.1019, 0.4846, line
0.3926, 0.2631, 0.1036, 0.4842, line
0.3926, 0.2631, 0.1036, 0.4841, line
0.3096, 0.2304, 0.6953, 0.0281, ground
0.4732, 0.2265, 0.1012, 0.3714, line
0.4731, 0.2265, 0.1015, 0.3713, line
0.4697, 0.2232, 0.1279, 0.329, line
0.4697, 0.2232, 0.1279, 0.3291, line
0.47, 0.2231, 0.1281, 0.3258, line
0.47, 0.2231, 0.1282, 0.3258, line
0.4256, 0.221, 0.2665, 0.1854, line
0.5008, 0.2189, 0.0797, 0.3432, line
0.5008, 0.2189, 0.0797, 0.3431, line
0.4901, 0.2185, 0.1074, 0.3153, line
0.4883, 0.2181, 0.1144, 0.3065, line
0.4468, 0.2174, 0.2253, 0.2189, line
0.3997, 0.2006, 0.5665, 0.0089, ground
0.4113, 0.1997, 0.6225, 0.0718, ground
0.4335, 0.1925, 0.6068, 0.0648, ground
0.435, 0.192, 0.6051, 0.0644, ground
0.4351, 0.192, 0.605, 0.0643, ground
0.4306, 0.1901, 0.5726, 0.0298, ground
0.4306, 0.1901, 0.5726, 0.0298, ground
0.6139, 0.1721, 0.044, 0.3248, line
0.6148, 0.1717, 0.0438, 0.324, line
0.4947, 0.1702, 0.4511, 0.0048, ground
0.4948, 0.1702, 0.4511, 0.0048, ground
0.495, 0.1701, 0.451, 0.0055, ground
0.495, 0.1701, 0.4509, 0.0055, ground
0.5243, 0.1599, 0.4675, 0.0698, ground
0.5245, 0.1598, 0.4674, 0.0696, ground
0.5224, 0.1593, 0.4645, 0.0228, ground
0.5405, 0.1532, 0.4523, 0.0022, ground
0.5405, 0.1532, 0.4523, 0.0023, ground
0.542, 0.1527, 0.4505, 0.0024, ground
0.542, 0.1527, 0.4506, 0.0023, ground
0.5491, 0.1516, 0.4068, 0.0029, ground
0.5493, 0.1516, 0.4067, 0.0027, ground
0.5687, 0.1453, 0.3832, 0.0075, ground
0.5687, 0.1453, 0.3833, 0.0075, ground
0.5689, 0.1452, 0.383, 0.0081, ground
0.569, 0.1452, 0.383, 0.0081, ground
0.5684, 0.1451, 0.4289, 0.0581, ground
0.5684, 0.145, 0.4289, 0.0581, ground
0.5698, 0.144, 0.4564, 0.0042, ground
0.5699, 0.144, 0.4562, 0.0041, ground
0.5705, 0.1439, 0.3964, 0.0033, ground
0.5708, 0.1438, 0.3962, 0.0034, ground
0.6023, 0.135, 0.326, 0.0443, ground
0.6023, 0.135, 0.3261, 0.0442, ground
0.6117, 0.1301, 0.3559, 0.0069, ground
0.6118, 0.1301, 0.356, 0.0068, ground
0.6125, 0.1299, 0.3549, 0.0071, ground
0.6126, 0.1299, 0.3549, 0.0071, ground
0.6215, 0.1293, 0.298, 0.0556, ground
0.6277, 0.1274, 0.289, 0.0593, ground
0.6264, 0.1248, 0.3497, 0.0262, ground
0.6265, 0.1248, 0.3496, 0.0261, ground
0.6289, 0.1247, 0.3783, 0.0406, ground
0.6268, 0.1246, 0.3493, 0.0259, ground
0.6269, 0.1246, 0.3493, 0.0259, ground
0.6303, 0.1234, 0.3522, 0.0238, ground
0.6304, 0.1234, 0.3521, 0.0237, ground
0.6334, 0.1225, 0.3646, 0.0277, ground
0.6368, 0.1219, 0.3558, 0.0485, ground
0.6369, 0.1218, 0.3557, 0.0485, ground
0.6374, 0.1217, 0.3551, 0.0484, ground
0.6375, 0.1216, 0.355, 0.0484, ground
0.6397, 0.1214, 0.3863, 0.0189, ground
0.6397, 0.1214, 0.3864, 0.0188, ground
0.6403, 0.1211, 0.3855, 0.0189, ground
0.6403, 0.1211, 0.3856, 0.0188, ground
0.7285, 0.1202, 0.0402, 0.1794, line
0.6397, 0.1201, 0.3517, 0.0021, ground
0.6397, 0.1201, 0.3517, 0.002, ground
0.64, 0.1201, 0.3508, 0.0025, ground
0.64, 0.1201, 0.3508, 0.0025, ground
0.7294, 0.1198, 0.0396, 0.179, line
0.6513, 0.1192, 0.2704, 0.0689, ground
0.6433, 0.1191, 0.3644, 0.0147, ground
0.6434, 0.1191, 0.3644, 0.0146, ground
0.6435, 0.1191, 0.3643, 0.0146, ground
0.6436, 0.1191, 0.3642, 0.0146, ground
0.6526, 0.118, 0.2796, 0.0583, ground
0.6558, 0.1172, 0.3711, 0.0402, ground
0.6559, 0.1172, 0.3711, 0.0401, ground
0.6563, 0.1171, 0.3705, 0.0401, ground
0.6563, 0.117, 0.3704, 0.0402, ground
0.6556, 0.1166, 0.3739, 0.0243, ground
0.6557, 0.1166, 0.3738, 0.0243, ground
0.656, 0.1165, 0.3732, 0.0244, ground
0.656, 0.1164, 0.3732, 0.0244, ground
0.6582, 0.1156, 0.2994, 0.0028, ground
0.6582, 0.1156, 0.2993, 0.0028, ground
0.6686, 0.1135, 0.345, 0.063, ground
0.6687, 0.1135, 0.345, 0.063, ground
0.669, 0.1133, 0.3445, 0.063, ground
0.669, 0.1133, 0.3445, 0.063, ground
0.6699, 0.1128, 0.3483, 0.0537, ground
0.67, 0.1127, 0.3483, 0.0536, ground
0.6702, 0.1127, 0.3478, 0.0536, ground
0.6703, 0.1126, 0.3478, 0.0536, ground
0.6647, 0.1124, 0.3025, 0.0216, ground
0.6647, 0.1123, 0.3024, 0.0217, ground
0.6712, 0.1102, 0.301, 0.0093, ground
0.6702, 0.1101, 0.3334, 0.0163, ground
0.6713, 0.1101, 0.3007, 0.0095, ground
0.671, 0.1099, 0.3103, 0.0079, ground
0.6712, 0.1098, 0.3101, 0.0079, ground
0.6941, 0.1097, 0.1967, 0.0571, ground
0.6802, 0.1095, 0.3488, 0.0407, ground
0.6803, 0.1095, 0.3488, 0.0407, ground
0.6804, 0.1095, 0.3488, 0.0403, ground
0.6804, 0.1094, 0.3488, 0.0403, ground
0.6932, 0.1093, 0.2068, 0.041, ground
0.6977, 0.1046, 0.3149, 0.0712, ground
0.6977, 0.1046, 0.315, 0.0711, ground
0.6979, 0.1046, 0.3147, 0.0711, ground
0.6979, 0.1046, 0.3146, 0.0712, ground
0.699, 0.1041, 0.2417, 0.0002, ground
0.7004, 0.104, 0.2371, 0.0023, ground
0.697, 0.1038, 0.2477, 0.0086, ground
0.6971, 0.1038, 0.2477, 0.0085, ground
0.694, 0.1024, 0.28, 0.0221, ground
0.6943, 0.1023, 0.2796, 0.0218, ground
0.6944, 0.1023, 0.2796, 0.0218, ground
0.6943, 0.102, 0.3116, 0.0086, ground
0.6944, 0.102, 0.3114, 0.0084, ground
0.7029, 0.0999, 0.2599, 0.0217, ground
0.703, 0.0999, 0.2597, 0.0218, ground
0.7027, 0.0994, 0.3009, 0.0184, ground
0.7028, 0.0994, 0.3008, 0.0184, ground
0.7053, 0.0984, 0.3, 0.0109, ground
0.7053, 0.0984, 0.3, 0.0109, ground
0.7055, 0.0983, 0.2997, 0.0109, ground
0.7055, 0.0983, 0.2997, 0.0108, ground
0.7165, 0.0977, 0.288, 0.0696, ground
0.7073, 0.0977, 0.2816, 0.0183, ground
0.7074, 0.0976, 0.2813, 0.0183, ground
0.7268, 0.0943, 0.2172, 0.0085, ground
0.7269, 0.0943, 0.2172, 0.0085, ground
0.7306, 0.0933, 0.2753, 0.0701, ground
0.7308, 0.0932, 0.2749, 0.0701, ground
0.7309, 0.0932, 0.2749, 0.0701, ground
0.723, 0.0928, 0.2757, 0.0297, ground
0.7231, 0.0928, 0.2753, 0.0296, ground
0.7367, 0.0914, 0.2029, 0.0136, ground
0.7966, 0.0905, 0.0279, 0.1366, line
0.7966, 0.0905, 0.0278, 0.1367, line
0.7398, 0.0905, 0.1986, 0.0151, ground
0.7387, 0.089, 0.2111, 0.0279, ground
0.7388, 0.089, 0.2112, 0.0277, ground
0.7999, 0.0884, 0.032, 0.1222, line
0.7999, 0.0884, 0.032, 0.1222, line
0.7442, 0.0868, 0.2657, 0.0381, ground
0.7418, 0.0866, 0.2314, 0.0123, ground
0.742, 0.0866, 0.2321, 0.0108, ground
0.7542, 0.0861, 0.1757, 0.032, ground
0.7519, 0.0861, 0.1925, 0.0096, ground
0.7433, 0.0861, 0.2314, 0.0129, ground
0.7433, 0.0861, 0.2313, 0.0129, ground
0.7521, 0.0861, 0.1923, 0.0096, ground
0.7481, 0.086, 0.2037, 0.0211, ground
0.7481, 0.086, 0.2037, 0.0211, ground
0.8088, 0.0857, 0.0254, 0.1197, line
0.8089, 0.0857, 0.0254, 0.1196, line
0.7452, 0.0856, 0.2311, 0.0019, ground
0.7457, 0.0853, 0.2538, 0.0283, ground
0.7458, 0.0852, 0.2534, 0.0286, ground
0.7604, 0.0843, 0.1651, 0.0423, ground
0.7563, 0.0835, 0.1928, 0.0222, ground
0.8109, 0.0832, 0.0311, 0.1182, line
0.8109, 0.0832, 0.0311, 0.1181, line
0.7536, 0.0828, 0.2227, 0.0016, ground
0.7536, 0.0828, 0.2226, 0.0016, ground
0.7593, 0.0827, 0.189, 0.0223, ground
0.8064, 0.0821, 0.0494, 0.0944, line
0.8065, 0.0821, 0.0494, 0.0943, line
0.758, 0.082, 0.2499, 0.0358, ground
0.7711, 0.0818, 0.2822, 0.0168, ground
0.7581, 0.0808, 0.2287, 0.0084, ground
0.8125, 0.0799, 0.0457, 0.0947, line
0.8126, 0.0799, 0.0457, 0.0947, line
0.766, 0.0799, 0.1955, 0.0045, ground
0.7681, 0.0793, 0.1886, 0.0127, ground
0.7627, 0.0792, 0.2243, 0.0063, ground
0.7629, 0.0792, 0.2243, 0.0054, ground
0.7629, 0.0792, 0.2243, 0.0054, ground
0.8084, 0.0773, 0.0726, 0.0645, line
0.811, 0.0763, 0.0714, 0.0646, line
0.7841, 0.0763, 0.1525, 0.0218, ground
0.7766, 0.0761, 0.1843, 0.0132, ground
0.7767, 0.0761, 0.1842, 0.0133, ground
0.785, 0.076, 0.1504, 0.025, ground
0.8221, 0.0758, 0.0377, 0.1188, line
0.8222, 0.0758, 0.0376, 0.1189, line
0.8222, 0.0758, 0.0377, 0.1188, line
0.8222, 0.0758, 0.0377, 0.1188, line
0.7759, 0.0753, 0.1984, 0.0131, ground
0.7768, 0.075, 0.1983, 0.0121, ground
0.7812, 0.0741, 0.1886, 0.0042, ground
0.7812, 0.0741, 0.1885, 0.0042, ground
0.7813, 0.0741, 0.1885, 0.0045, ground
0.7813, 0.0741, 0.1884, 0.0045, ground
0.7927, 0.0726, 0.1976, 0.076, ground
0.7927, 0.0726, 0.1975, 0.076, ground
0.7929, 0.0725, 0.1973, 0.0758, ground
0.7929, 0.0725, 0.1972, 0.0759, ground
0.7845, 0.0721, 0.1996, 0.0085, ground
0.7846, 0.072, 0.1995, 0.0085, ground
0.7847, 0.072, 0.1993, 0.0085, ground
0.7847, 0.072, 0.1993, 0.0086, ground
0.7898, 0.072, 0.1737, 0.0039, ground
0.7902, 0.0718, 0.1731, 0.0044, ground
0.8408, 0.0714, 0.0217, 0.0979, line
0.8408, 0.0713, 0.0217, 0.0978, line
0.8408, 0.0713, 0.0217, 0.0979, line
0.8409, 0.0713, 0.0216, 0.0979, line
0.793, 0.0706, 0.1693, 0.0129, ground
0.7931, 0.0706, 0.1693, 0.0129, ground
0.7932, 0.0705, 0.1691, 0.0135, ground
0.7932, 0.0705, 0.1691, 0.0134, ground
0.8, 0.0703, 0.1464, 0.0126, ground
0.7957, 0.0703, 0.1606, 0.0147, ground
0.796, 0.0702, 0.1604, 0.0148, ground
0.7919, 0.0696, 0.1926, 0.0105, ground
0.792, 0.0695, 0.1924, 0.0105, ground
0.7921, 0.0695, 0.1924, 0.0104, ground
0.7922, 0.0695, 0.1923, 0.0104, ground
0.8002, 0.0694, 0.1558, 0.006, ground
0.8004, 0.0693, 0.1557, 0.0058, ground
0.8038, 0.0691, 0.1366, 0.0303, ground
0.794, 0.0688, 0.1924, 0.0148, ground
0.842, 0.0688, 0.0328, 0.0806, line
0.8422, 0.0688, 0.0327, 0.0806, line
0.7942, 0.0687, 0.1923, 0.0149, ground
0.8476, 0.0681, 0.023, 0.0875, line
0.8476, 0.0681, 0.0229, 0.0875, line
0.8082, 0.068, 0.1264, 0.0428, ground
0.7994, 0.0679, 0.1712, 0.0099, ground
0.7995, 0.0678, 0.1712, 0.0099, ground
0.7995, 0.0678, 0.1711, 0.01, ground
0.7996, 0.0678, 0.1711, 0.01, ground
0.8014, 0.0672, 0.1692, 0.0117, ground
0.8014, 0.0672, 0.1692, 0.0116, ground
0.804, 0.0668, 0.1639, 0.0063, ground
0.802, 0.0668, 0.1755, 0.0025, ground
0.802, 0.0668, 0.1755, 0.0025, ground
0.8021, 0.0667, 0.1753, 0.0024, ground
0.8021, 0.0667, 0.1753, 0.0025, ground
0.8046, 0.0667, 0.1647, 0.0006, ground
0.8052, 0.0665, 0.1644, 0.0005, ground
0.8091, 0.0664, 0.2193, 0.0216, ground
0.8068, 0.0659, 0.1607, 0.0068, ground
0.8043, 0.0654, 0.198, 0.0117, ground
0.8044, 0.0654, 0.198, 0.0116, ground
0.8068, 0.0649, 0.1745, 0.0013, ground
0.8069, 0.0649, 0.1745, 0.0013, ground
0.8584, 0.0641, 0.0167, 0.0875, line
0.8585, 0.0641, 0.0166, 0.0874, line
0.8088, 0.0641, 0.1736, 0.0059, ground
0.8088, 0.0641, 0.1736, 0.0059, ground
0.8584, 0.0641, 0.017, 0.0872, line
0.8199, 0.064, 0.1141, 0.0572, ground
0.8202, 0.0637, 0.1152, 0.0565, ground
0.8164, 0.0635, 0.1417, 0.013, ground
0.8164, 0.0635, 0.1416, 0.013, ground
0.8133, 0.0629, 0.1638, 0.0076, ground
0.8133, 0.0629, 0.1637, 0.0077, ground
0.8138, 0.0627, 0.1636, 0.0073, ground
0.8138, 0.0627, 0.1635, 0.0073, ground
0.8612, 0.0625, 0.02, 0.0762, line
0.8614, 0.0625, 0.02, 0.0758, line
0.823, 0.0622, 0.1183, 0.0535, ground
0.8231, 0.0621, 0.1182, 0.0535, ground
0.8156, 0.0619, 0.1642, 0.0098, ground
0.8156, 0.0619, 0.1643, 0.0097, ground
0.8181, 0.0614, 0.16, 0.0042, ground
0.8233, 0.0613, 0.1352, 0.0114, ground
0.8183, 0.0613, 0.1597, 0.0042, ground
0.8218, 0.0613, 0.1452, 0.0023, ground
0.8219, 0.0612, 0.1451, 0.0024, ground
0.8183, 0.0611, 0.1623, 0.0059, ground
0.8184, 0.0611, 0.1622, 0.0059, ground
0.8254, 0.0607, 0.1331, 0.0111, ground
0.8226, 0.0606, 0.1464, 0.0052, ground
0.8195, 0.0606, 0.1654, 0.0016, ground
0.8196, 0.0605, 0.1654, 0.0015, ground
0.823, 0.0605, 0.146, 0.0053, ground
0.8214, 0.0597, 0.1746, 0.0184, ground
0.825, 0.0591, 0.1521, 0.0073, ground
0.8249, 0.0591, 0.1521, 0.0075, ground
0.8689, 0.059, 0.02, 0.0684, line
0.869, 0.059, 0.0199, 0.0685, line
0.8691, 0.0589, 0.02, 0.0683, line
0.8691, 0.0589, 0.0202, 0.0682, line
0.8235, 0.0589, 0.1727, 0.0098, ground
0.8235, 0.0589, 0.1727, 0.0098, ground
0.8242, 0.0587, 0.1722, 0.0096, ground
0.8242, 0.0586, 0.1721, 0.0096, ground
0.8773, 0.0582, 0.0027, 0.0885, line
0.8773, 0.0582, 0.0027, 0.0884, line
0.8273, 0.0581, 0.1501, 0.0192, ground
0.8273, 0.0581, 0.1501, 0.0193, ground
0.8775, 0.058, 0.0028, 0.088, line
0.8776, 0.058, 0.0027, 0.0881, line
0.8624, 0.0579, 0.0365, 0.0688, line
0.8274, 0.0578, 0.1557, 0.0108, ground
0.8625, 0.0578, 0.0367, 0.0685, line
0.8276, 0.0578, 0.1554, 0.0108, ground
0.8277, 0.0578, 0.1553, 0.0108, ground
0.8663, 0.0574, 0.0298, 0.0719, line
0.8664, 0.0574, 0.0298, 0.0718, line
0.8373, 0.0566, 0.1284, 0.0002, ground
0.8373, 0.0566, 0.1286, 0.0003, ground
0.8773, 0.0561, 0.0105, 0.0852, line
0.8773, 0.0561, 0.0105, 0.0852, line
0.8341, 0.0561, 0.141, 0.0127, ground
0.8342, 0.0561, 0.1409, 0.0128, ground
0.8377, 0.056, 0.1312, 0.0001, ground
0.8385, 0.0557, 0.1275, 0.0073, ground
0.8395, 0.0553, 0.1307, 0.0006, ground
0.8395, 0.0553, 0.1305, 0.0008, ground
0.8348, 0.0552, 0.1521, 0.0133, ground
0.8348, 0.0552, 0.152, 0.0134, ground
0.8348, 0.0552, 0.1519, 0.0134, ground
0.8349, 0.0552, 0.152, 0.0133, ground
0.8356, 0.055, 0.1505, 0.0118, ground
0.8356, 0.055, 0.1506, 0.0116, ground
0.8356, 0.055, 0.1506, 0.0116, ground
0.8356, 0.055, 0.1506, 0.0116, ground
0.882, 0.0548, 0.008, 0.0784, line
0.8821, 0.0548, 0.008, 0.0784, line
0.8819, 0.0547, 0.0085, 0.0779, line
0.882, 0.0547, 0.0085, 0.0779, line
0.876, 0.0537, 0.0247, 0.0736, line
0.876, 0.0536, 0.0247, 0.0736, line
0.8451, 0.0532, 0.1237, 0.0099, ground
0.8451, 0.0531, 0.1237, 0.0098, ground
0.8489, 0.0531, 0.1089, 0.0144, ground
0.8515, 0.0521, 0.1072, 0.0151, ground
0.8515, 0.0521, 0.1073, 0.015, ground
0.8837, 0.0521, 0.0175, 0.0652, line
0.8837, 0.0521, 0.0176, 0.0652, line
0.8838, 0.052, 0.0175, 0.0651, line
0.8838, 0.052, 0.0176, 0.065, line
0.8524, 0.0513, 0.1113, 0.0119, ground
0.8524, 0.0513, 0.1114, 0.0118, ground
0.8856, 0.0512, 0.0143, 0.0785, line
0.8858, 0.0511, 0.0141, 0.0785, line
0.8503, 0.051, 0.1255, 0.0035, ground
0.8474, 0.051, 0.1415, 0.0077, ground
0.8503, 0.051, 0.1257, 0.0033, ground
0.8475, 0.051, 0.1413, 0.008, ground
0.8508, 0.0504, 0.1263, 0.0126, ground
0.8509, 0.0504, 0.1261, 0.0126, ground
0.8547, 0.05, 0.111, 0.0201, ground
0.8547, 0.05, 0.1111, 0.0201, ground
0.8523, 0.0494, 0.136, 0.0057, ground
0.8523, 0.0494, 0.1359, 0.0057, ground
0.8532, 0.0493, 0.1313, 0.0085, ground
0.8532, 0.0493, 0.1313, 0.0084, ground
0.8532, 0.0493, 0.1313, 0.0085, ground
0.8532, 0.0493, 0.1313, 0.0085, ground
0.8576, 0.0491, 0.1118, 0.0077, ground
0.8587, 0.0491, 0.1105, 0.0027, ground
0.8588, 0.0491, 0.1103, 0.0027, ground
0.8981, 0.0489, 0.0002, 0.074, line
0.8983, 0.0488, 0.0001, 0.074, line
0.8551, 0.0487, 0.1294, 0.0067, ground
0.8552, 0.0486, 0.1293, 0.0067, ground
0.8597, 0.0486, 0.1087, 0.0069, ground
0.8597, 0.0486, 0.1088, 0.007, ground
0.86, 0.0485, 0.1102, 0.0031, ground
0.8599, 0.0485, 0.1104, 0.003, ground
0.8951, 0.0481, 0.0085, 0.0728, line
0.8952, 0.0481, 0.0084, 0.0728, line
0.8635, 0.0481, 0.0976, 0.0133, ground
0.8635, 0.0481, 0.0976, 0.0134, ground
0.864, 0.0479, 0.0972, 0.0131, ground
0.8641, 0.0479, 0.0969, 0.0132, ground
0.8607, 0.0475, 0.1176, 0.0007, ground
0.8608, 0.0475, 0.1175, 0.0007, ground
0.8616, 0.0475, 0.1106, 0.0088, ground
0.8617, 0.0474, 0.1105, 0.0089, ground
0.866, 0.0474, 0.0981, 0.0043, ground
0.8661, 0.0474, 0.098, 0.0044, ground
0.8601, 0.0471, 0.1237, 0.0057, ground
0.8601, 0.0471, 0.1237, 0.0057, ground
0.8601, 0.0471, 0.1237, 0.0056, ground
0.8601, 0.0471, 0.1237, 0.0056, ground
0.8607, 0.0469, 0.1217, 0.0076, ground
0.8608, 0.0469, 0.1216, 0.0075, ground
0.8899, 0.0469, 0.0281, 0.0514, line
0.8899, 0.0469, 0.0282, 0.0514, line
0.8899, 0.0469, 0.0281, 0.0514, line
0.8899, 0.0469, 0.0282, 0.0513, line
0.8631, 0.0468, 0.1142, 0.0012, ground
0.8632, 0.0468, 0.1142, 0.0012, ground
0.863, 0.0464, 0.1197, 0.0008, ground
0.863, 0.0463, 0.1196, 0.0008, ground
0.8669, 0.0463, 0.1017, 0.0073, ground
0.8632, 0.0463, 0.1193, 0.0009, ground
0.8669, 0.0463, 0.1018, 0.0074, ground
0.8634, 0.0462, 0.1193, 0.0007, ground
0.8618, 0.0461, 0.1327, 0.0021, ground
0.8618, 0.0461, 0.1326, 0.0022, ground
0.8999, 0.046, 0.0054, 0.091, line
0.8669, 0.0458, 0.1067, 0.004, ground
0.9019, 0.0458, 0.0018, 0.0943, line
0.867, 0.0458, 0.1066, 0.004, ground
0.8656, 0.0452, 0.1176, 0.0126, ground
0.8656, 0.0452, 0.1176, 0.0125, ground
0.8706, 0.0449, 0.1031, 0.0, ground
0.8707, 0.0448, 0.1031, 0.0, ground
0.8661, 0.0448, 0.1236, 0.0086, ground
0.8661, 0.0448, 0.1236, 0.0086, ground
0.8662, 0.0447, 0.1234, 0.0086, ground
0.8662, 0.0447, 0.1234, 0.0087, ground
0.8738, 0.0443, 0.094, 0.0061, ground
0.8738, 0.0443, 0.0941, 0.0059, ground
0.8997, 0.044, 0.0146, 0.0802, line
0.8753, 0.0439, 0.0891, 0.0121, ground
0.8753, 0.0439, 0.0891, 0.0121, ground
0.8995, 0.0439, 0.0156, 0.0789, line
0.8726, 0.0439, 0.1013, 0.0058, ground
0.8726, 0.0439, 0.1014, 0.0058, ground
0.8781, 0.0438, 0.0787, 0.0197, ground
0.8781, 0.0438, 0.0787, 0.0197, ground
0.8701, 0.0435, 0.1184, 0.0103, ground
0.8701, 0.0435, 0.1184, 0.0103, ground
0.8701, 0.0435, 0.1183, 0.0102, ground
0.8702, 0.0434, 0.1182, 0.0103, ground
0.8993, 0.0434, 0.0184, 0.0754, line
0.8994, 0.0434, 0.0183, 0.0753, line
0.8709, 0.0434, 0.1147, 0.0053, ground
0.8723, 0.0434, 0.1059, 0.0098, ground
0.8726, 0.0434, 0.1079, 0.0023, ground
0.871, 0.0434, 0.1147, 0.0052, ground
0.8724, 0.0433, 0.1058, 0.0099, ground
0.8726, 0.0433, 0.1077, 0.0024, ground
0.8726, 0.0433, 0.1078, 0.0023, ground
0.8727, 0.0433, 0.1076, 0.0023, ground
0.872, 0.0432, 0.1098, 0.0102, ground
0.872, 0.0432, 0.11, 0.0101, ground
0.8741, 0.0431, 0.0984, 0.0156, ground
0.8742, 0.0431, 0.0982, 0.0156, ground
0.8709, 0.0431, 0.1236, 0.0015, ground
0.871, 0.0431, 0.1234, 0.0015, ground
0.8981, 0.0431, 0.0255, 0.0545, line
0.8981, 0.0431, 0.0256, 0.0545, line
0.8984, 0.043, 0.0253, 0.0545, line
0.8752, 0.043, 0.0982, 0.0072, ground
0.8753, 0.043, 0.0982, 0.0072, ground
